id,quid,question,answer,answer_type,choices,answer_word,facts
1374,,"a store has 10 bottles of juice , including 5 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 3 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",d,MULTIPLE_CHOICE,"a ) 4 / 9
b ) 6 / 11
c ) 8 / 15
d ) 10 / 21
e ) 12 / 25",,
1375,,"a farmer has an apple orchard consisting of fuji and gala apple trees . due to high winds this year 10 % of his trees cross pollinated . the number of his trees that are pure fuji plus the cross - pollinated ones totals 136 , while 3 / 4 of all his trees are pure fuji . how many of his trees are pure gala ?",a,MULTIPLE_CHOICE,"a ) 24
b ) 33
c ) 55
d ) 77
e ) 88",,
1376,,"at a monthly meeting , 1 / 3 of the attendees were males and 4 / 5 of the male attendees arrived on time . if 5 / 6 of the female attendees arrived on time , what fraction of the attendees at the monthly meeting did not arrive on time ?",e,MULTIPLE_CHOICE,"a ) 1 / 6
b ) 2 / 15
c ) 3 / 20
d ) 7 / 30
e ) 8 / 45",,
1377,,a shopkeeper sold an book offering a discount of 5 % and earned a profit of 30 % . what would have been the percentage of profit earned if no discount was offered ?,d,MULTIPLE_CHOICE,"a ) 140
b ) 120
c ) 130
d ) 136.8
e ) 150",,
1378,,"a company wants to spend equal amounts of money for the purchase of two types of computer printers costing $ 300 and $ 200 per unit , respectively . what is the fewest number of computer printers that the company can purchase ?",b,MULTIPLE_CHOICE,"a ) 3
b ) 5
c ) 7
d ) 9
e ) 11",,
1379,,"if p is a prime number greater than 3 , find the remainder when p ^ 2 + 14 is divided by 12 .",c,MULTIPLE_CHOICE,"a ) 6
b ) 1
c ) 3
d ) 8
e ) 7",,
1380,,three unbiased coins are tossed . what is the probability of getting 3 heads and 1 tail ?,d,MULTIPLE_CHOICE,"a ) 3 / 4
b ) 1 / 4
c ) 3 / 8
d ) 1 / 2
e ) 1 / 8",,
1381,,find 95 × × 98,d,MULTIPLE_CHOICE,"a ) 93 / 198
b ) 93 / 12
c ) 93 / 13
d ) 93 / 10
e ) 93 / 11",,
1382,,5 + 5,d,MULTIPLE_CHOICE,"a ) 9
b ) 12
c ) 20
d ) 10
e ) 0",,
1383,,"a certain ball team has an equal number of right - and left - handed players . on a certain day , one - third of the players were absent from practice . of the players at practice that day , one - third were right handed . what is the ratio of the number of right - handed players who were not at practice that day to the number of left handed players who were not at practice ?",b,MULTIPLE_CHOICE,"a ) 1 / 3
b ) 5 / 1
c ) 5 / 7
d ) 7 / 5
e ) 3 / 2",,
1384,,"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 42 white marbles . how many red marbles could be in bag a ?",d,MULTIPLE_CHOICE,"a ) 1
b ) 3
c ) 4
d ) 10
e ) 12",,
1385,,"a man has some hens and cows . if the number of heads be 42 and the number of feet equals 124 , then the number of hens will be",a,MULTIPLE_CHOICE,"a ) 22
b ) 24
c ) 26
d ) 20
e ) 28",,
1386,,"find large number from below question the difference of two numbers is 1385 . on dividing the larger number by the smaller , we get 6 as quotient and the 15 as remainder",e,MULTIPLE_CHOICE,"a ) 1235
b ) 1345
c ) 1678
d ) 1767
e ) 1659",,
1387,,"the average age of 36 students in a group is 13 years . when teacher ' s age is included to it , the average increases by one . what is the teacher ' s age in years ?",e,MULTIPLE_CHOICE,"a ) 35 years
b ) 45 years
c ) 51 years
d ) 54 years
e ) 50 years",,
1388,,convert 0.30 in to a vulgar fraction ?,c,MULTIPLE_CHOICE,"a ) 18 / 50
b ) 16 / 50
c ) 3 / 10
d ) 19 / 50
e ) none",,
1389,,"a certain galaxy is known to comprise approximately 5 x 10 ^ 11 stars . of every 50 million of these stars , one is larger in mass than our sun . approximately how many stars in this galaxy are larger than the sun ?",e,MULTIPLE_CHOICE,"a ) 800
b ) 1
250
c ) 8
000
d ) 12
000
e ) 10
000",,
1390,,"a room is 30 m long and 24 m broad . if the sum of the areas of the floor and the ceiling is equal to the sum of the areas of four walls , the volume of the hall is :",d,MULTIPLE_CHOICE,"['a ) 9.6 m 3'
'b ) 96 m 3'
'c ) 960 m 3'
'd ) 9600 m 3'
'e ) 96000 m 3']",,
1391,,"if $ 120 invested at a certain rate of simple interest amounts to $ 180 at the end of 3 years , how much will $ 150 amount to at the same rate of interest in 6 years ?",e,MULTIPLE_CHOICE,"a ) $ 190
b ) $ 180
c ) $ 200
d ) $ 240
e ) $ 300",,
1392,,find the smallest number which should be multiplied with 520 to make it a perfect square,e,MULTIPLE_CHOICE,"a ) 337
b ) 297
c ) 266
d ) 116
e ) 130",,
1393,,"the price of a certain product increased by the same percent from 1960 to 1970 as from 1970 to 1980 . if its price of $ 1.20 in 1970 was 150 percent of its price in 1960 , what was its price in 1980 ?",a,MULTIPLE_CHOICE,"a ) $ 1.80
b ) $ 2.00
c ) $ 2.40
d ) $ 2.70
e ) $ 3.00",,
1394,,"a is two years older than b who is twice as old as c . if the total of the ages of a , b and c be 37 , the how old is b ?",d,MULTIPLE_CHOICE,"a ) 7
b ) 9
c ) 8
d ) 14
e ) 10",,
1395,,"if c and t are positive integers , ct + c + t can not be",b,MULTIPLE_CHOICE,"a ) 5
b ) 6
c ) 7
d ) 8
e ) 9",,
1396,,the area of a circular field is 17.56 hectares . find the cost of fencing it at the rate of rs . 2 per metre approximately,a,MULTIPLE_CHOICE,"a ) 2972
b ) 4567
c ) 4235
d ) 4547
e ) 4675",,
1397,,"a man swims downstream 30 km and upstream 12 km taking 3 hours each time , what is the speed of the man in still water ?",b,MULTIPLE_CHOICE,"a ) 8
b ) 7
c ) 5
d ) 2
e ) 4",,
1398,,a trained covered x km at 40 kmph and another 2 x km at 20 kmph . find the average speed of the train in covering the entire 7 x km .,a,MULTIPLE_CHOICE,"a ) 56
b ) 18
c ) 24
d ) 19
e ) 12",,
1399,,"if the average of 6 digits is 16 and the average of 4 of them is 10 , calculate the average of the remaining 2 numbers ?",c,MULTIPLE_CHOICE,"a ) 36
b ) 35
c ) 28
d ) 33
e ) 21",,
1400,,"a company pays 20.5 % dividend to its investors . if an investor buys rs . 50 shares and gets 25 % on investment , at what price did the investor buy the shares ?",e,MULTIPLE_CHOICE,"a ) 25
b ) 66
c ) 18
d ) 19
e ) 41",,
1401,,how many diagonals does a 59 - sided convex polygon have ?,b,MULTIPLE_CHOICE,"a ) 1168
b ) 1652
c ) 2452
d ) 3304
e ) 4256",,
1402,,a shopkeeper sold an book offering a discount of 5 % and earned a profit of 33 % . what would have been the percentage of profit earned if no discount was offered ?,a,MULTIPLE_CHOICE,"a ) 140
b ) 120
c ) 130
d ) 110
e ) 150",,
1403,,"calculate how long it will take a swimmer to swim a distance of 10 km against the current of a river which flows at 3 km / hr , given that he can swim in still water at 5 km / h",c,MULTIPLE_CHOICE,"a ) 3
b ) 4
c ) 5
d ) 6
e ) 7",,
1404,,"a computer store offers employees a 30 % discount off the retail price . if the store purchased a computer from the manufacturer for $ 900 dollars and marked up the price 30 % to the final retail price , how much would an employee save if he purchased the computer at the employee discount ( 30 % off retail price ) as opposed to the final retail price .",a,MULTIPLE_CHOICE,"a ) 352
b ) 356
c ) 358
d ) 362
e ) 365",,
1405,,"the length of a rectangular plot is 20 metres more than its breadth . if the cost of fencing the plot @ rs . 26.50 per metre is rs . 6360 , what is the length of the plot in metres ?",a,MULTIPLE_CHOICE,"a ) 70
b ) 200
c ) 300
d ) 400
e ) 140",,
1406,,"each factor of 240 is inscribed on its own plastic ball , and all of the balls are placed in a jar . if a ball is randomly selected from the jar , what is the probability that the ball is inscribed with a multiple of 15 ?",e,MULTIPLE_CHOICE,"a ) 1 / 16
b ) 5 / 42
c ) 1 / 8
d ) 3 / 16
e ) 1 / 4",,
1407,,"what is the least common multiple of 15 , 22 and 24 ?",d,MULTIPLE_CHOICE,"a ) 60
b ) 120
c ) 240
d ) 1320
e ) 1720",,
1408,,"a team of 8 persons joins in a shooting competition . the best marksman scored 85 points . if he had scored 92 points , the average score for the team would have been 84 . the number of points , the team scored was :",a,MULTIPLE_CHOICE,"a ) 665
b ) 376
c ) 998
d ) 1277
e ) 1991",,
1409,,"two integers are in the ratio of 1 to 3 . if 10 is added to the smaller number , the ratio becomes 2 to 1 . find the larger integer .",a,MULTIPLE_CHOICE,"a ) 6
b ) 9
c ) 10
d ) 12
e ) 15",,
1410,,at 6 ′ o a clock ticks 6 times . the time between first and last ticks is 20 seconds . how long does it tick at 12 ′ o clock,c,MULTIPLE_CHOICE,"a ) 47
b ) 76
c ) 44
d ) 66
e ) 11",,
1411,,"the price of a t . v . set worth rs . 30000 is to be paid in 20 installments of rs . 1000 each . if the rate of interest be 6 % per annum , and the first installment be paid at the time of purchase , then the value of the last installment covering the interest as well will be ?",c,MULTIPLE_CHOICE,"a ) 22678
b ) 26699
c ) 29000
d ) 19000
e ) 26711",,
1412,,55 cubic centimetres of silver is drawn into a wire 1 mm in diameter . the length of the wire in metres will be :,d,MULTIPLE_CHOICE,"a ) 84 m
b ) 88 m
c ) 120 m
d ) 70 m
e ) none",,
1413,,"a metallic sheet is of rectangular shape with dimensions 48 m x 34 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m 3 ) is :",c,MULTIPLE_CHOICE,"a ) 4830
b ) 5120
c ) 4608
d ) 7500
e ) 8960",,
1414,,a train speeds past a pole in 15 seconds and a platform 120 meters long in 25 seconds . what is the length of the train ( in meters ) ?,d,MULTIPLE_CHOICE,"a ) 100 m
b ) 140 m
c ) 130 m
d ) 180 m
e ) 170 m",,
1415,,"a certain fruit stand sold apples for $ 0.70 each and guava for $ 0.50 each . if a customer purchased both apples and bananas from the stand for a total of $ 6.30 , what total number of apples and bananas did the customer purchase ?",c,MULTIPLE_CHOICE,"a ) 12
b ) 13
c ) 11
d ) 14
e ) 5",,
1416,,"if 25 % of the 880 students at a certain college are enrolled in biology classes , how many students at the college are not enrolled in a biology class ?",e,MULTIPLE_CHOICE,"a ) 500
b ) 600
c ) 620
d ) 640
e ) 660",,
1417,,"find large number from below question the difference of two numbers is 1380 . on dividing the larger number by the smaller , we get 6 as quotient and the 15 as remainder",e,MULTIPLE_CHOICE,"a ) 1245
b ) 1345
c ) 1455
d ) 1577
e ) 1653",,
1418,,4 dice are thrown simultaneously on the board . find the probability which show the same face ?,c,MULTIPLE_CHOICE,"a ) 2 / 113
b ) 3 / 117
c ) 1 / 216
d ) 3 / 111
e ) 4 / 121",,
1419,,"tough and tricky questions : word problems . operation # is defined as : a # b = 4 a ^ 2 + 4 b ^ 2 + 8 ab for all non - negative integers . what is the value of ( a + b ) + 8 , when a # b = 100 ?",d,MULTIPLE_CHOICE,"a ) 5
b ) 8
c ) 10
d ) 13
e ) 17",,
1420,,"if an integer n is to be chosen at random from the integers 1 to 88 , inclusive , what is the probability that n ( n + 1 ) ( n + 2 ) will be divisible by 8 ?",e,MULTIPLE_CHOICE,"a ) 1 / 4
b ) 3 / 8
c ) 1 / 2
d ) 5 / 8
e ) 33 / 44",,
1421,,"according to the directions on the can of frozen orange juice concentrate , 1 can of concentrate is to be mixed with 3 cans of water to make orange juice . how many 12 ounces cans of the concentrate are required to prepare 240 6 ounces servings of orange juice ?",e,MULTIPLE_CHOICE,"a ) a ) 25
b ) b ) 34
c ) c ) 50
d ) d ) 67
e ) e ) 30",,
1422,,"mr yadav spends 60 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport . he saves the remaining amount . if his savings at the end of the year were 38400 , how much amount per month would he have spent on clothes and transport ?",c,MULTIPLE_CHOICE,"a ) 4038
b ) 8076
c ) 3200
d ) 4845.6
e ) none of these",,
1423,,"daniel went to a shop and bought things worth rs . 50 , out of which 90 paise went on sales tax on taxable purchases . if the tax rate was 15 % , then what was the cost of the tax free items ?",c,MULTIPLE_CHOICE,"a ) a ) 19.7
b ) b ) 20
c ) c ) 43.1
d ) d ) 21.5
e ) e ) 22",,
1424,,( 7 + 7 + 7 ÷ 7 ) / ( 5 + 5 + 5 ÷ 5 ) = ?,c,MULTIPLE_CHOICE,"a ) 1
b ) 1 / 5
c ) 15 / 11
d ) 3 / 11
e ) none",,
1425,,"if 4 ( p ' s capital ) = 6 ( q ' s capital ) = 10 ( r ' s capital ) , then out of the total profit of rs 3410 , r will receive",a,MULTIPLE_CHOICE,"a ) 660
b ) 700
c ) 800
d ) 900
e ) none of these",,
1426,,"running at their respective constant rates , machine x takes 2 days longer to produce w widgets than machine y . at these rates , if the two machines together produce 5 / 4 w widgets in 3 days , how many days would it take machine x alone to produce 1 w widgets ?",b,MULTIPLE_CHOICE,"a ) 4
b ) 6
c ) 8
d ) 10
e ) 12",,
1427,,"a bag contains an equal number of one rupee , 50 paise and 25 paise coins respectively . if the total value is 175 , how many coins of each type are there ?",d,MULTIPLE_CHOICE,"a ) 20 coins
b ) 30 coins
c ) 50 coins
d ) 100 coins
e ) none of these",,
1428,,x and y invested in a business . they earned some profit which they divided in the ratio of 2 : 6 . if x invested rs . 5000 . the amount invested by y is,d,MULTIPLE_CHOICE,"a ) rs . 45
000
b ) rs . 50
000
c ) rs . 60
000
d ) rs . 15
000
e ) none",,
1429,,"if 9 a - b = 10 b + 70 = - 12 b - 2 a , what is the value of 9 a - 11 b ?",b,MULTIPLE_CHOICE,"a ) - 4
b ) 70
c ) 0
d ) 2
e ) 4",,
1430,,the largest number of six digits,e,MULTIPLE_CHOICE,"a ) 100000
b ) 222222
c ) 333333
d ) 888888
e ) 999999",,
1431,,"a 600 meter long train crosses a signal post in 40 seconds . how long will it take to cross a 3 kilometer long bridge , at the same speed ?",a,MULTIPLE_CHOICE,"a ) 4 min
b ) 2 min
c ) 8 min
d ) 9 min
e ) 3 min",,
1432,,what is the least possible value of x ^ 2 - 15 where x is a positive number .,b,MULTIPLE_CHOICE,"a ) - 15
b ) - 14
c ) - 13
d ) - 12
e ) - 11",,
1433,,little john had $ 16.10 . he spent $ 3.25 on sweets and gave to his two friends $ 2.20 each . how much money was left ?,e,MULTIPLE_CHOICE,"a ) $ 6.45
b ) $ 8.35
c ) $ 8.75
d ) $ 8.85
e ) $ 8.45",,
1434,,"3 pumps , working 8 hours a day , can empty a tank in 2 days . how many hours a day must 10 pumps work to empty the tank in 1 day ?",a,MULTIPLE_CHOICE,"a ) 4.8
b ) 3.6
c ) 1.1
d ) 1.2
e ) 1.3",,
1435,,"the surface area of a sphere is 4 π r 2 , where r is the radius of the sphere . if the area of the base of a hemisphere is 3 , what is the surface area e of that hemisphere ?",d,MULTIPLE_CHOICE,"['a ) 6 / π'
'b ) 9 / π'
'c ) 6'
'd ) 9'
'e ) 12']",,
1436,,5354 x 51 = ?,a,MULTIPLE_CHOICE,"a ) 273054
b ) 273243
c ) 273247
d ) 273250
e ) 273258",,
1437,,"if n is a positive integer such that n ! / ( n - 2 ) ! = 342 , find n .",c,MULTIPLE_CHOICE,"a ) 17
b ) 18
c ) 19
d ) 20
e ) 21",,
1438,,a person has 100 $ in 10 $ and 5 $ bill . if the 5 $ bill quantity is twice that of 10 $ bill . what is quantity of 10 $ .,e,MULTIPLE_CHOICE,"a ) 2
b ) 6
c ) 7
d ) 8
e ) 5",,
1439,,"for a group of n people , k of whom are of the same sex , the ( n - k ) / n expression yields an index for a certain phenomenon in group dynamics for members of that sex . for a group that consists of 20 people , 5 of whom are females , by how much does the index for the females exceed the index for the males in the group ?",c,MULTIPLE_CHOICE,"a ) 0.05
b ) 0.0625
c ) 0.5
d ) 0.25
e ) 0.6",,
1440,,"tanks a and b are each in the shape of a right circular cylinder . the interior of tank a has a height of 10 meters and a circumference of 12 meters , and the interior of tank b has a height of 12 meters and a circumference of 10 meters . the capacity of tank a is what percent of the capacity of tank b ?",e,MULTIPLE_CHOICE,"a ) 80 %
b ) 90 %
c ) 100 %
d ) 110 %
e ) 120 %",,
1441,,"eric throws 2 dice , and his score is the sum of the values shown . sandra throws one dice and her score is the square of the value shown . what is the probabilty that sandras score will be strictly higher than erics score ? ?",a,MULTIPLE_CHOICE,"['a ) 137 / 216'
'b ) 137 / 218'
'c ) 137 / 217'
'd ) 136 / 216'
'e ) 138 / 216']",,
1442,,"if $ 910 are divided between worker a and worker b in the ratio 5 : 9 , what is the share that worker b will get ?",c,MULTIPLE_CHOICE,"a ) 62.27 %
b ) 63.28 %
c ) 64.29 %
d ) 65.31 %
e ) 66.32 %",,
1443,,someone on a skateboard is traveling 8 miles per hour . how many feet does she travel in 5 seconds ? ( 1 mile = 5280 feet ),e,MULTIPLE_CHOICE,"a ) 60 ft
b ) 52 ft
c ) 53 ft
d ) 55 ft
e ) 58.65 ft",,
1444,,"a car traveling at a certain constant speed takes 30 seconds longer to travel 1 kilometer than it would take to travel 1 kilometer at 30 kilometers per hour . at what speed , in kilometers per hour , is the car traveling ?",e,MULTIPLE_CHOICE,"a ) 16
b ) 18
c ) 20
d ) 22
e ) 24",,
1445,,"of the families in city x in 1998 , 30 percent owned a personal computer . the number of families in city x owning a computer in 2002 was 20 percent greater than it was in 1998 , and the total number of families in city x was 8 percent greater in 2002 than it was in 1998 . what percent of the families in city x owned a personal computer in 2002 ?",d,MULTIPLE_CHOICE,"a ) 50.12 %
b ) 52.66 %
c ) 56.33 %
d ) 33.33 %
e ) 74.12 %",,
1446,,"recently , i decided to walk down an escalator of a tube station . i did some quick calculation in my mind . i found that if i walk down 20 ` ` 6 steps , i require thirty seconds to reach the bottom . however , if i am able to step down thirty ` ` 4 stairs , i would only require eighteen seconds to get to the bottom . if the time is measured from the moment the top step begins to descend to the time i step off the last step at the bottom ?",e,MULTIPLE_CHOICE,"a ) 43
b ) 44
c ) 45
d ) 40
e ) 46",,
1447,,"if y > 0 , ( 2 y ) / 20 + ( 3 y ) / 10 is what percent of y ?",a,MULTIPLE_CHOICE,"a ) 40 %
b ) 50 %
c ) 60 %
d ) 70 %
e ) 80 %",,
1448,,"at a loading dock , each worker on the night crew loaded 2 / 3 as many boxes as each worker on the day crew . if the night crew has 5 / 6 as many workers as the day crew , what fraction of all the boxes loaded by the two crews did the day crew load ?",d,MULTIPLE_CHOICE,"a ) 6 / 11
b ) 7 / 12
c ) 8 / 13
d ) 9 / 14
e ) 11 / 15",,
1449,,"if a train , travelling at a speed of 90 kmph , crosses a pole in 6 sec , then the length of train is ?",e,MULTIPLE_CHOICE,"a ) 281 m
b ) 112 m
c ) 117 m
d ) 125 m
e ) 150 m",,
1450,,find the number of different prime factors of 25650,a,MULTIPLE_CHOICE,"a ) 4
b ) 2
c ) 3
d ) 5
e ) 6",,
1451,,the mean of 50 observations was 36 . it was found later that an observation 58 was wrongly taken as 43 . the corrected new mean is ?,e,MULTIPLE_CHOICE,"a ) 36.7
b ) 36.1
c ) 36.5
d ) 36.9
e ) 36.3",,
1452,,"in a school of 450 boys , 44 % of muslims , 28 % hindus , 10 % sikhs and the remaining of other communities . how many belonged to the other communities ?",d,MULTIPLE_CHOICE,"a ) 72
b ) 75
c ) 80
d ) 81
e ) 90",,
1453,,what is the remainder when 1250 * 1040 * 1057 * 1145 is divided by 32 ?,c,MULTIPLE_CHOICE,"a ) 3
b ) 5
c ) 0
d ) 2
e ) 9",,
1454,,"if the selling price of 80 articles is equal to the cost price of 40 articles , then the loss or gain percent is :",c,MULTIPLE_CHOICE,"a ) 30 %
b ) 35 %
c ) 50 %
d ) 55 %
e ) 40 %",,
1455,,"find the volume and surface area of a cuboid 16 m long , 14 m broad and 7 m high .",d,MULTIPLE_CHOICE,"['a ) 878 cm ^ 2'
'b ) 858 cm ^ 2'
'c ) 838 cm ^ 2'
'd ) 868 cm ^ 2'
'e ) none of them']",,
1456,,"for 2 consecutive yrs , my incomes are in the ratio of 4 : 7 and expenses in the ratio of 3 : 5 . if my income in the 2 nd yr is rs . 42000 & my expenses in the first yr in rs . 24000 , my total savings for the two - year is",b,MULTIPLE_CHOICE,"a ) s . 8000
b ) s . 7000
c ) s . 9900
d ) s . 9990
e ) s . 10000",,
1457,,"3 - twentieths of the members of a social club are retirees who are also bridge players , 5 - twentieths of the members are retirees , and one - half of the members are bridge players . if 120 of the members are neither retirees nor bridge players , what is the total number of members in the social club ?",c,MULTIPLE_CHOICE,"a ) 240
b ) 300
c ) 200
d ) 400
e ) 480",,
1458,,"the sum of digits of a two digit number is 8 , the difference between the digits is 6 . find the number",d,MULTIPLE_CHOICE,"a ) 85
b ) 94
c ) 83
d ) 71
e ) none",,
1459,,the total marks obtained by a student in mathematics and physics is 80 and his score in chemistry is 20 marks more than that in physics . find the average marks scored in mathamatics and chemistry together .,d,MULTIPLE_CHOICE,"a ) 40
b ) 30
c ) 25
d ) 50
e ) none of these .",,
1460,,the perimeter of a triangle is 44 cm and the inradius of the triangle is 2.5 cm . what is the area of the triangle ?,b,MULTIPLE_CHOICE,"a ) 38 cm 2
b ) 55 cm 2
c ) 65 cm 2
d ) 45 cm 2
e ) 35 cm 2",,
1461,,"the principal that amounts to rs . 4903 in 3 years at 6 1 / 4 % per annum c . i . compounded annually , is ?",b,MULTIPLE_CHOICE,"a ) s . 3096
b ) s . 4076
c ) s . 4085
d ) s . 4096
e ) s . 5096",,
1462,,"in a group of 95 students , 36 are taking history , and 32 are taking statistics . if 59 students are taking history or statistics or both , then how many students are taking history but not statistics ?",e,MULTIPLE_CHOICE,"a ) 9
b ) 19
c ) 23
d ) 45
e ) 27",,
1463,,"the price of commodity x increases by 30 cents every year , while the price of commodity y increases by 20 cents every year . if in 2001 , the price of commodity x was $ 4.20 and the price of commodity y was $ 4.40 , in which year will commodity x cost 80 cents more than the commodity y ?",b,MULTIPLE_CHOICE,"a ) 2010 .
b ) 2011 .
c ) 2012 .
d ) 2013 .
e ) 2014 .",,
1464,,"there are 13 clubs in a full deck of 52 cards . in a certain game , you pick a card from a standard deck of 52 cards . if the card is a club , you win . if the card is not a club , the person replaces the card to the deck , reshuffles , and draws again . the person keeps repeating that process until he picks a club , and the point is to measure how many draws it took before the person picked a club and , thereby , won . what is the probability that one will pick the first club on the forth draw or later ?",e,MULTIPLE_CHOICE,"a ) 1 / 2
b ) 3 / 4
c ) 7 / 8
d ) 27 / 32
e ) 27 / 64",,
1465,,"the average ( arithmetic mean ) of 20 , 40 , and 60 is 5 more than the average of 10 , 70 , and what number ?",b,MULTIPLE_CHOICE,"a ) 15
b ) 25
c ) 35
d ) 45
e ) 55",,
1466,,"alan buys 4 tvs , a 26 inch , a 28 inch , a 30 inch , and a 32 inch , for his new house . each tv costs $ 200 more than the size below it . alan spends a total of $ 3,200 . how much would he have spent if he had bought only the 28 inch and 30 inch tvs ?",b,MULTIPLE_CHOICE,"a ) 850
b ) 1
600
c ) 1
700
d ) 2
550
e ) 3
400",,
1467,,"if 28 % of a number exceeds 18 % of it by 7.2 , then find the number ?",e,MULTIPLE_CHOICE,"a ) 50
b ) 34
c ) 55
d ) 60
e ) 90",,
1468,,how many factors of 60 are odd numbers greater than 1 ?,d,MULTIPLE_CHOICE,"a ) 3
b ) 4
c ) 5
d ) 3
e ) 7",,
1469,,"a certain characteristic in a large population has a distribution that is symmetric about the mean m . if 68 percent of the distribution lies within one standard deviation d of the mean , what percent e of the distribution is less than m + d ?",d,MULTIPLE_CHOICE,"a ) 16 %
b ) 32 %
c ) 48 %
d ) 84 %
e ) 92 %",,
1470,,"village p ’ s population is 1150 greater than village q ' s population . if village q ’ s population were reduced by 200 people , then village p ’ s population would be 4 times as large as village q ' s population . what is village q ' s current population ?",c,MULTIPLE_CHOICE,"a ) 600
b ) 625
c ) 650
d ) 675
e ) 700",,
1471,,"an electric pump can fill a tank in 3 hours . because of a leak in the tank , it took 3 hours 30 min to fill the tank . in what time the leak can drain out all the water of the tank and will make tank empty ?",d,MULTIPLE_CHOICE,"a ) 10 hours
b ) 13 hours
c ) 17 hours
d ) 21 hours
e ) 25 hours",,
1472,,"a clock store sold a certain clock to a collector for 35 percent more than the store had originally paid for the clock . when the collector tried to resell the clock to the store , the store bought it back at 15 percent of what the collector had paid . the shop then sold the clock again at a profit of 65 percent on its buy - back price . if the difference between the clock ' s original cost to the shop and the clock ' s buy - back price was $ 105 , for how much did the shop sell the clock the second time ?",e,MULTIPLE_CHOICE,"a ) $ 75.44
b ) $ 88.23
c ) $ 64.77
d ) $ 54.32
e ) $ 43.99",,
1473,,"the average age of a family of 6 members is 26 years . if the age of the youngest member is 10 years , what was the average age of the family at the birth of the youngest member ?",c,MULTIPLE_CHOICE,"a ) 15
b ) 18
c ) 16
d ) 12
e ) 19",,
1474,,"together , 15 type a machines and 7 type b machines can complete a certain job in 4 hours . together 8 type b machines and 15 type c machines can complete the same job in 11 hours . how many hours e would it take one type a machine , one type b machine , and one type c machine working together to complete the job ( assuming constant rates for each machine ) ?",c,MULTIPLE_CHOICE,"a ) 22 hours
b ) 30 hours
c ) 44 hours
d ) 60 hours
e ) it can not be determined from the information above .",,
1475,,"1 = 5,2 = 4,3 = 253,4 = 2,6 = 15 , then 15 = ?",e,MULTIPLE_CHOICE,"a ) 1
b ) 255
c ) 345
d ) 445
e ) 6",,
1476,,"2 , 6 , 12 , 20 , 30 , 42 , 56 , ( . . . )",c,MULTIPLE_CHOICE,"a ) 62
b ) 74
c ) 72
d ) 81
e ) 58",,
1477,,what is the area of a square field whose sides have a length of 16 meters ?,d,MULTIPLE_CHOICE,"a ) 225 sq m
b ) 286 sq m
c ) 298 sq m
d ) 256 sq m
e ) 231 sq m",,
1478,,"jayant opened a shop investing rs . 30,000 . madhu joined him 2 months later , investing rs . 45,000 . they earned a profit of rs . 50,000 after completion of one year . what will be madhu ' s share of profit ?",c,MULTIPLE_CHOICE,"a ) rs . 27
000
b ) rs . 24
000
c ) rs . 25
000
d ) rs . 36
000
e ) none of these",,
1479,,the difference between the place values of 7 and 3 in the prime number 527435 is,d,MULTIPLE_CHOICE,"a ) 4
b ) 5
c ) 45
d ) 6970
e ) none",,
1480,,"in a certain school , the ratio of boys to girls is 5 to 13 . if there are 160 more girls than boys , how many boys are there ?",a,MULTIPLE_CHOICE,"a ) 100
b ) 36
c ) 45
d ) 72
e ) 117",,
1481,,ajay can walk 4 km in 1 hour . in how many hours he can walk 40 km ?,b,MULTIPLE_CHOICE,"a ) 5 hrs
b ) 10 hrs
c ) 15 hrs
d ) 20 hrs
e ) 30 hrs",,
1482,,"ramesh has solved 108 questions in an examination . if he got only ‘ 0 ’ marks , then how many questions were wrong when one mark is given for each one correct answer and 1 / 3 mark is subtracted on each wrong answer .",d,MULTIPLE_CHOICE,"a ) 78
b ) 79
c ) 80
d ) 81
e ) 82",,
1483,,what is the measure of the angle x made by the diagonals of the any adjacent sides of a cube .,c,MULTIPLE_CHOICE,"a ) 30
b ) 45
c ) 60
d ) 75
e ) 90",,
1484,,after decreasing 15 % in the price of an article costs rs . 915 . find the actual cost of an article ?,c,MULTIPLE_CHOICE,"a ) 915
b ) 1000
c ) 1076
d ) 1067
e ) 1760",,
1485,,"dan can do a job alone in 15 hours . annie , working alone , can do the same job in just 10 hours . if dan works alone for 12 hours and then stops , how many hours will it take annie , working alone , to complete the job ?",a,MULTIPLE_CHOICE,"a ) 2
b ) 4
c ) 6
d ) 8
e ) 10",,
1486,,"a circle graph shows how the megatech corporation allocates its research and development budget : 17 % microphotonics ; 24 % home electronics ; 15 % food additives ; 29 % genetically modified microorganisms ; 8 % industrial lubricants ; and the remainder for basic astrophysics . if the arc of each sector of the graph is proportional to the percentage of the budget it represents , how many degrees of the circle are used to represent basic astrophysics research ?",c,MULTIPLE_CHOICE,"a ) 8 °
b ) 10 °
c ) 26 °
d ) 36 °
e ) 52 °",,
